Date,Open,High,Low,Close,Adj Close,Volume
2018-11-13,84.129997,87.790001,83.690002,85.099998,85.099998,4623600
2018-11-14,86.730003,87.449997,82.599998,83.959999,83.959999,4511300
2018-11-15,82.540001,91.669998,82.220001,89.779999,89.779999,7371000
2018-11-16,87.980003,90.430000,87.010002,89.169998,89.169998,3829300
2018-11-19,89.000000,90.000000,76.339996,76.900002,76.900002,9198600
2018-11-20,71.610001,78.639999,71.555000,75.889999,75.889999,5957900
2018-11-21,78.500000,78.709999,75.339996,76.959999,76.959999,3926600
2018-11-23,75.500000,81.410004,75.060997,80.620003,80.620003,2582700
2018-11-26,82.269997,88.879997,82.190002,87.410004,87.410004,7072400
2018-11-27,86.239998,87.199997,84.500000,86.519997,86.519997,4676700
2018-11-28,89.000000,92.190002,85.610001,91.809998,91.809998,6637700
2018-11-29,90.599998,93.540001,90.360001,92.480003,92.480003,4336400
2018-11-30,92.440002,94.930000,91.959999,94.489998,94.489998,3985600
2018-12-03,97.320000,97.550003,92.592003,95.620003,95.620003,5702400
2018-12-04,93.779999,96.779999,89.360001,89.699997,89.699997,5551800
2018-12-06,87.250000,96.449997,85.681000,96.190002,96.190002,6160800
2018-12-07,95.260002,96.371002,87.760002,89.330002,89.330002,4400600
2018-12-10,88.260002,92.250000,87.720001,91.839996,91.839996,3908800
2018-12-11,94.089996,94.242996,90.919998,92.720001,92.720001,3182800
2018-12-12,94.489998,100.470001,93.658997,96.669998,96.669998,7784300
2018-12-13,97.150002,98.900002,93.019997,95.970001,95.970001,3779300
2018-12-14,93.730003,95.029999,90.699997,91.620003,91.620003,5062800
2018-12-17,90.550003,91.190002,86.709999,87.449997,87.449997,4565100
2018-12-18,89.239998,89.818001,82.790001,85.290001,85.290001,5954900
2018-12-19,85.610001,89.910004,84.050003,85.699997,85.699997,4200100
2018-12-20,84.489998,86.650002,76.019997,80.480003,80.480003,7151900
2018-12-21,80.290001,81.000000,75.089996,76.150002,76.150002,5181900
2018-12-24,74.000000,77.570000,73.150002,75.589996,75.589996,1736900
2018-12-26,76.570000,85.599998,76.570000,85.389999,85.389999,5374600
2018-12-27,83.830002,87.910004,81.150002,87.379997,87.379997,4095500
2018-12-28,88.000000,88.099998,83.730003,86.019997,86.019997,4093100
2018-12-31,87.080002,91.099998,86.370003,89.300003,89.300003,4252700
2019-01-02,87.449997,88.959999,84.099998,86.970001,86.970001,3818500
2019-01-03,85.059998,86.480003,80.129997,81.250000,81.250000,4784200
2019-01-04,84.220001,89.400002,83.199997,88.550003,88.550003,3718600
2019-01-07,91.309998,99.400002,91.250000,96.980003,96.980003,8586000
2019-01-08,98.639999,100.949997,92.580002,97.599998,97.599998,5503300
2019-01-09,97.500000,98.059998,94.750000,96.410004,96.410004,2535500
2019-01-10,94.870003,97.849998,93.570000,96.199997,96.199997,2227600
2019-01-11,96.000000,101.699997,95.638000,96.830002,96.830002,6437300
2019-01-14,95.120003,98.800003,94.029999,97.760002,97.760002,3685900
2019-01-15,98.519997,101.824997,97.361000,100.449997,100.449997,3474100
2019-01-16,102.000000,103.750000,97.589996,99.970001,99.970001,4707500
2019-01-17,100.110001,104.120003,99.230003,102.110001,102.110001,4631600
2019-01-18,103.980003,106.000000,101.360001,105.320000,105.320000,4084300
2019-01-22,104.019997,104.050003,98.394997,99.519997,99.519997,3935400
2019-01-23,101.330002,103.250000,99.059998,100.400002,100.400002,2954600
2019-01-24,100.410004,102.430000,100.241997,101.550003,101.550003,2313500
2019-01-25,102.099998,105.489998,101.879997,104.180000,104.180000,2606900
2019-01-28,102.900002,103.330002,99.900002,102.160004,102.160004,2317100
2019-01-29,102.879997,103.059998,99.120003,99.300003,99.300003,2295400
2019-01-30,101.080002,104.029999,99.790001,103.820000,103.820000,2568000
2019-01-31,103.800003,113.324997,103.800003,111.320000,111.320000,7323200
2019-02-01,111.309998,113.500000,110.264000,112.879997,112.879997,4419100
2019-02-04,113.139999,114.660004,112.400002,113.379997,113.379997,3008400
2019-02-05,113.820000,116.540001,113.010002,113.889999,113.889999,3850700
2019-02-06,114.120003,114.989998,109.400002,113.339996,113.339996,2603800
2019-02-07,111.500000,111.538002,108.260002,110.120003,110.120003,3291300
2019-02-08,108.879997,114.916000,108.800003,114.779999,114.779999,3163500
2019-02-11,118.500000,119.000000,113.709999,115.750000,115.750000,6263700
2019-02-12,115.750000,116.669998,114.459999,115.290001,115.290001,6914400
2019-02-13,114.190002,116.889999,105.599998,106.870003,106.870003,19247600
2019-02-14,105.470001,108.550003,103.250000,107.269997,107.269997,9540200
2019-02-15,106.199997,107.657997,104.250000,106.849998,106.849998,5239300
2019-02-19,106.089996,112.849998,106.080002,112.570000,112.570000,7687900
2019-02-20,113.000000,119.250000,112.750000,116.300003,116.300003,8181100
2019-02-21,116.440002,116.509003,111.720001,113.160004,113.160004,4667400
2019-02-22,114.099998,116.610001,113.629997,116.550003,116.550003,3173000
2019-02-25,118.570000,121.099998,116.325996,118.269997,118.269997,4416600
2019-02-26,117.099998,118.959999,116.250000,116.919998,116.919998,2456800
2019-02-27,116.410004,119.470001,116.349998,119.459999,119.459999,3262600
2019-02-28,118.849998,122.370003,118.330002,121.690002,121.690002,4219200
2019-03-01,123.250000,123.900002,121.269997,123.529999,123.529999,3026100
2019-03-04,124.709999,124.849998,112.252998,116.099998,116.099998,6576900
2019-03-05,115.000000,115.239998,110.599998,115.180000,115.180000,4731500
2019-03-06,115.000000,116.480003,113.110001,114.629997,114.629997,3212500
2019-03-07,114.739998,117.570000,113.709999,115.500000,115.500000,4130700
2019-03-08,113.220001,117.000000,111.519997,116.800003,116.800003,2833900
2019-03-11,117.400002,123.000000,117.330002,122.089996,122.089996,4003100
2019-03-12,122.870003,126.959999,121.339996,125.699997,125.699997,4188400
2019-03-13,126.660004,129.429993,125.910004,126.779999,126.779999,4109900
2019-03-14,127.010002,131.360001,126.412003,130.000000,130.000000,3826800
2019-03-15,129.190002,130.720001,127.440002,129.410004,129.410004,3593000
2019-03-18,131.300003,133.320007,127.160004,129.350006,129.350006,3785400
2019-03-19,130.119995,131.759995,128.570007,130.380005,130.380005,3247100
2019-03-20,130.100006,132.389999,127.680000,130.649994,130.649994,2772600
2019-03-21,130.179993,136.000000,130.020004,135.660004,135.660004,3838400
2019-03-22,135.000000,135.787003,128.660004,129.529999,129.529999,4193900
2019-03-25,129.520004,132.889999,127.269997,131.550003,131.550003,4336900
2019-03-26,133.509995,134.850006,130.470001,131.869995,131.869995,2608100
2019-03-27,132.399994,132.576996,124.620003,126.480003,126.480003,4030000
2019-03-28,127.650002,128.369995,124.120003,125.730003,125.730003,3610300
2019-03-29,127.150002,130.720001,126.139999,129.179993,129.179993,3286400
2019-04-01,131.580002,131.949997,125.320000,127.669998,127.669998,3895900
2019-04-02,127.010002,130.000000,125.879997,129.789993,129.789993,2379800
2019-04-03,130.520004,131.649994,128.600006,129.380005,129.380005,1833700
2019-04-04,129.919998,130.229996,118.480003,122.370003,122.370003,7238300
2019-04-05,123.150002,123.910004,120.540001,122.419998,122.419998,4574200
2019-04-08,121.669998,122.400002,119.099998,122.120003,122.120003,2707100
2019-04-09,122.230003,124.930000,121.584999,122.699997,122.699997,2842100
2019-04-10,123.440002,125.790001,122.430000,125.220001,125.220001,2188800
2019-04-11,125.800003,126.470001,123.099998,125.699997,125.699997,1875900
2019-04-12,126.260002,126.750000,123.597000,125.720001,125.720001,2454900
2019-04-15,125.300003,127.779999,123.809998,127.190002,127.190002,2375100
2019-04-16,126.750000,130.149994,125.959999,126.559998,126.559998,2843500
2019-04-17,127.199997,127.349998,121.599998,123.080002,123.080002,2732500
2019-04-18,122.300003,123.000000,118.559998,122.129997,122.129997,4225500
2019-04-22,122.000000,128.300003,121.529999,127.959999,127.959999,2723700
2019-04-23,129.160004,130.309998,126.940002,129.270004,129.270004,2988100
2019-04-24,130.100006,131.199997,128.675003,129.990005,129.990005,2192400
2019-04-25,131.229996,134.369995,129.529999,132.250000,132.250000,2893000
2019-04-26,133.000000,135.190002,131.009995,134.919998,134.919998,2846200
2019-04-29,135.899994,137.399994,134.339996,135.990005,135.990005,3666500
2019-04-30,134.100006,137.190002,132.009995,137.139999,137.139999,5250300
2019-05-01,142.199997,142.199997,128.210007,128.570007,128.570007,14128200
2019-05-02,127.779999,134.380005,126.750000,131.940002,131.940002,5990300
2019-05-03,131.940002,132.259995,129.020004,130.869995,130.869995,3793800
2019-05-06,127.040001,132.279999,126.800003,131.800003,131.800003,4062800
2019-05-07,132.339996,132.940002,127.540001,129.580002,129.580002,4567900
2019-05-08,129.000000,132.945999,128.378998,131.660004,131.660004,2982700
2019-05-09,130.679993,133.250000,126.820000,133.130005,133.130005,3957800
2019-05-10,132.600006,136.339996,130.143005,134.279999,134.279999,4840100
2019-05-13,130.899994,131.990005,122.559998,123.389999,123.389999,7305200
2019-05-14,126.000000,131.151993,124.218002,131.080002,131.080002,5825700
2019-05-15,127.820000,135.500000,127.820000,135.449997,135.449997,5056000
2019-05-16,136.029999,144.619995,136.000000,142.369995,142.369995,7630900
2019-05-17,140.639999,143.050003,137.899994,140.490005,140.490005,5268000
2019-05-20,137.500000,140.468002,136.139999,137.660004,137.660004,3715300
2019-05-21,139.000000,141.380005,137.630005,137.710007,137.710007,3340100
2019-05-22,136.940002,141.160004,136.742996,137.839996,137.839996,2631600
2019-05-23,136.479996,136.600006,130.850006,132.960007,132.960007,3492800
2019-05-24,134.699997,136.809998,133.100006,133.899994,133.899994,3394600
2019-05-28,134.449997,137.350998,131.901001,132.949997,132.949997,6369100
2019-05-29,131.130005,132.970001,128.279999,129.169998,129.169998,3297200
2019-05-30,126.650002,128.720001,123.440002,126.930000,126.930000,4575400
2019-05-31,124.389999,134.250000,123.000000,131.990005,131.990005,10270800
2019-06-03,132.770004,135.496994,123.260002,124.540001,124.540001,6179000
2019-06-04,126.300003,128.889999,123.660004,128.389999,128.389999,5298200
2019-06-05,130.940002,137.080002,128.630005,136.770004,136.770004,5047900
2019-06-06,136.850006,140.389999,131.369995,139.630005,139.630005,4927300
2019-06-07,141.119995,144.619995,140.500000,144.110001,144.110001,4964100
2019-06-10,145.000000,148.800003,143.029999,143.619995,143.619995,4185200
2019-06-11,145.000000,146.289993,138.029999,140.690002,140.690002,3848900
2019-06-12,141.470001,144.339996,139.500000,143.089996,143.089996,2941400
2019-06-13,143.089996,143.880005,139.960007,141.059998,141.059998,2318000
2019-06-14,140.759995,141.279999,138.589996,140.169998,140.169998,2308800
2019-06-17,140.660004,144.020004,139.199997,140.710007,140.710007,3357400
2019-06-18,144.979996,145.490005,141.979996,142.289993,142.289993,3573500
2019-06-19,142.649994,147.100006,140.710007,146.500000,146.500000,2734800
2019-06-20,149.460007,151.000000,145.050003,146.660004,146.660004,3468700
2019-06-21,145.149994,146.880005,142.750000,144.000000,144.000000,4127400
2019-06-24,144.529999,144.699997,137.679993,138.410004,138.410004,3782600
2019-06-25,138.509995,138.750000,133.684006,134.869995,134.869995,3547400
2019-06-26,137.179993,139.501007,133.550003,134.179993,134.179993,3558700
2019-06-27,133.960007,138.399994,133.481995,137.320007,137.320007,3462200
2019-06-28,137.460007,138.779999,134.009995,136.350006,136.350006,4233400
2019-07-01,138.320007,139.149994,135.264999,136.860001,136.860001,3067800
2019-07-02,137.729996,139.500000,136.522003,137.500000,137.500000,2785000
2019-07-03,138.600006,140.990005,138.210007,139.210007,139.210007,2256800
2019-07-05,138.429993,140.289993,134.744995,140.270004,140.270004,3430000
2019-07-08,138.509995,145.580002,138.100006,144.729996,144.729996,3553700
2019-07-09,144.490005,146.850006,143.149994,145.250000,145.250000,3101400
2019-07-10,147.600006,149.979996,145.149994,145.440002,145.440002,3419300
2019-07-11,146.160004,146.899994,142.710007,144.259995,144.259995,2729900
2019-07-12,144.000000,144.889999,140.669998,142.149994,142.149994,2886600
2019-07-15,142.380005,145.869995,140.856003,145.399994,145.399994,2606900
2019-07-16,146.000000,147.350006,141.610001,142.589996,142.589996,3081500
2019-07-17,142.770004,146.470001,142.259995,145.860001,145.860001,2459500
2019-07-18,144.429993,147.164993,143.309998,145.979996,145.979996,3996600
2019-07-19,146.899994,147.690002,145.000000,145.619995,145.619995,2771500
2019-07-22,146.190002,150.440002,146.020004,147.460007,147.460007,3453900
2019-07-23,148.199997,148.988998,143.479996,145.570007,145.570007,2811100
2019-07-24,145.460007,147.710007,143.173004,147.610001,147.610001,2390900
2019-07-25,147.610001,149.500000,146.199997,147.759995,147.759995,2323900
2019-07-26,148.149994,150.369995,148.080994,149.949997,149.949997,3136300
2019-07-29,150.000000,150.389999,140.080002,141.500000,141.500000,5350700
2019-07-30,140.899994,143.899994,139.559998,140.000000,140.000000,4479000
2019-07-31,141.050003,142.899994,136.110001,139.110001,139.110001,6113100
2019-08-01,137.990005,143.979996,135.550003,137.830002,137.830002,8147700
2019-08-02,136.419998,136.720001,132.160004,133.699997,133.699997,5075800
2019-08-05,126.000000,126.730003,122.110001,124.519997,124.519997,9018300
2019-08-06,126.900002,127.865997,123.669998,125.570000,125.570000,5265300
2019-08-07,124.500000,126.889999,122.517998,123.900002,123.900002,3784500
2019-08-08,125.709999,131.679993,125.139999,131.679993,131.679993,4774200
2019-08-09,130.440002,134.970001,129.641006,133.720001,133.720001,4149900
2019-08-12,132.479996,133.509995,127.699997,131.490005,131.490005,3408800
2019-08-13,130.419998,134.240005,129.509995,132.050003,132.050003,3690400
2019-08-14,128.100006,129.600006,123.430000,124.750000,124.750000,4636500
2019-08-15,126.309998,126.889999,122.019997,123.169998,123.169998,3335200
2019-08-16,124.459999,126.570000,123.750000,124.760002,124.760002,2453400
2019-08-19,126.449997,127.830002,125.309998,125.610001,125.610001,2859300
2019-08-20,125.550003,128.100006,124.500000,126.860001,126.860001,1868500
2019-08-21,128.220001,132.580002,127.660004,131.059998,131.059998,3157100
2019-08-22,131.550003,132.000000,127.440002,130.500000,130.500000,2206000
2019-08-23,130.449997,133.800003,127.570000,127.959999,127.959999,2952400
2019-08-26,129.320007,130.199997,126.419998,129.979996,129.979996,2301300
2019-08-27,131.300003,134.589996,128.690002,131.479996,131.479996,2631800
2019-08-28,130.240005,131.619995,128.100006,130.910004,130.910004,1771100
2019-08-29,132.279999,133.949997,131.339996,132.050003,132.050003,2311200
2019-08-30,133.220001,133.220001,127.769997,130.470001,130.470001,2124400
2019-09-03,129.500000,131.759995,128.399994,129.699997,129.699997,2331200
2019-09-04,130.600006,133.966995,130.000000,132.320007,132.320007,1873200
2019-09-05,133.570007,133.990005,127.440002,129.729996,129.729996,4098800
2019-09-06,130.889999,131.559998,123.349998,123.699997,123.699997,3834200
